code,name,industry,market_cap,roe,growth,turnover,ret_past,ret_future,roe_mean,roe_std,growth_mean,growth_std,turnover_mean,turnover_std,ret_past_mean,ret_past_std,roe_score,growth_score,turnover_score,ret_past_score,alpha
002916.SZ,深南电路,电子,33327980000.00,20.24,55.59,85.27,-5.27,-19.91,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,1.29,0.56,-0.02,-0.11,0.43
002922.SZ,伊戈尔,电子,2034010203.75,4.69,-48.82,81.72,-10.41,-1.25,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.79,-1.03,0.03,0.33,-0.36
002925.SZ,盈趣科技,电子,21252842325.00,30.20,-17.31,56.18,-18.58,-10.03,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,2.62,-0.55,0.39,1.04,0.87
002937.SZ,兴瑞科技,电子,5369856000.00,18.15,30.93,430.35,-13.81,-2.08,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,1.01,0.19,-3.00,0.63,-0.29
002938.SZ,鹏鼎控股,电子,67863608757.76,18.37,51.65,96.14,9.80,-14.20,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,1.04,0.50,-0.18,-1.40,-0.01
002947.SZ,恒铭达,电子,4505665330.80,25.93,27.37,267.72,-13.26,11.17,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,2.05,0.13,-2.62,0.58,0.04
002952.SZ,亚世光电,电子,4130412000.00,33.66,46.13,314.37,14.66,4.30,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,3.00,0.42,-3.00,-1.81,-0.35
300007.SZ,汉威科技,电子,3867901039.20,4.32,-27.60,144.47,-5.31,-5.00,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.84,-0.70,-0.86,-0.10,-0.63
300014.SZ,亿纬锂能,电子,22011489258.91,17.18,34.61,61.07,5.54,-3.65,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,0.88,0.24,0.32,-1.03,0.10
300046.SZ,台基股份,电子,3640089600.00,9.89,60.66,112.83,3.64,9.66,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.09,0.64,-0.41,-0.87,-0.18
300053.SZ,欧比特,电子,6895193641.84,3.60,-21.23,58.32,-16.78,15.07,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.93,-0.61,0.36,0.88,-0.07
300088.SZ,长信科技,电子,13103614939.80,15.45,32.45,57.98,-4.36,-10.84,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,0.65,0.21,0.37,-0.18,0.26
300102.SZ,乾照光电,电子,4375188130.88,6.43,-14.52,35.74,-12.52,-4.28,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.56,-0.51,0.68,0.52,0.03
300115.SZ,长盈精密,电子,11264070043.56,0.87,-98.50,54.09,-1.75,-15.21,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-1.30,-1.79,0.42,-0.41,-0.77
300127.SZ,银河磁体,电子,4087801454.00,12.83,-18.93,41.17,-3.07,32.90,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,0.30,-0.57,0.60,-0.29,0.01
300131.SZ,英唐智控,电子,6449244348.78,7.82,12.14,55.95,-6.37,-3.48,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.37,-0.10,0.39,-0.01,-0.02
300139.SZ,晓程科技,电子,2855080000.00,0.38,101.30,358.93,-22.53,23.61,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-1.36,1.26,-3.00,1.37,-0.43
300155.SZ,安居宝,电子,2923333838.76,2.36,108.16,59.61,-5.11,-4.46,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-1.10,1.36,0.34,-0.12,0.12
300184.SZ,力源信息,电子,7653154148.64,8.14,10.37,87.91,-5.82,71.44,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.33,-0.13,-0.06,-0.06,-0.14
300207.SZ,欣旺达,电子,20817213290.00,16.97,25.02,34.31,12.93,-17.10,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,0.85,0.10,0.70,-1.67,-0.00
300219.SZ,鸿利智汇,电子,5566331531.86,7.58,-46.98,24.82,-7.02,-3.20,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.40,-1.00,0.84,0.04,-0.13
300220.SZ,金运激光,电子,3380580000.00,2.89,118.34,81.39,5.26,21.39,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-1.03,1.52,0.03,-1.01,-0.12
300223.SZ,北京君正,电子,5497055997.92,1.19,107.89,101.83,-6.05,12.68,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-1.26,1.36,-0.26,-0.04,-0.05
300227.SZ,光韵达,电子,2465047686.24,9.29,15.86,93.57,-14.70,0.91,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.17,-0.04,-0.14,0.70,0.09
300232.SZ,洲明科技,电子,9903847441.32,19.81,48.19,36.74,-8.82,-15.82,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,1.23,0.45,0.67,0.20,0.64
300241.SZ,瑞丰光电,电子,4326695300.43,6.73,-35.94,117.73,13.64,-19.54,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.52,-0.83,-0.48,-1.73,-0.89
300282.SZ,三盛教育,电子,4112380257.76,4.70,255.29,52.20,21.62,12.74,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.79,3.00,0.45,-2.41,0.06
300296.SZ,利亚德,电子,22835031652.48,18.90,4.37,45.75,2.06,-13.14,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,1.11,-0.22,0.54,-0.73,0.17
300303.SZ,聚飞光电,电子,4912415717.74,8.53,239.11,65.87,4.61,-12.18,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.28,3.00,0.25,-0.95,0.51
300319.SZ,麦捷科技,电子,4942871793.81,6.76,140.56,79.83,-8.14,-3.94,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.51,1.86,0.05,0.14,0.39
300323.SZ,华灿光电,电子,7845209974.56,4.96,-51.43,61.55,-20.49,-9.66,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.75,-1.07,0.31,1.20,-0.08
300327.SZ,中颖电子,电子,5267632792.80,20.51,24.85,35.18,-8.47,0.61,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,1.33,0.09,0.69,0.17,0.57
300331.SZ,苏大维格,电子,4170601116.45,4.38,-26.23,78.58,-10.44,5.69,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.83,-0.68,0.07,0.34,-0.28
300346.SZ,南大光电,电子,3448441568.00,4.27,54.99,52.17,-10.19,14.67,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.84,0.55,0.45,0.32,0.12
300356.SZ,光一科技,电子,3132721979.40,2.24,105.43,174.75,-20.87,-6.69,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-1.12,1.32,-1.29,1.23,0.04
300360.SZ,炬华科技,电子,3850420010.00,6.45,-13.53,26.24,2.17,-6.16,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.55,-0.49,0.82,-0.74,-0.24
300373.SZ,扬杰科技,电子,7790199334.50,8.02,-29.52,57.15,-13.11,0.97,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.34,-0.73,0.38,0.57,-0.03
300389.SZ,艾比森,电子,4933940869.50,20.81,125.48,40.75,-10.24,-13.04,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,1.37,1.63,0.61,0.32,0.98
300390.SZ,天华超净,电子,3393792875.00,5.91,54.20,105.52,-6.55,-1.14,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.63,0.54,-0.31,0.00,-0.10
300395.SZ,菲利华,电子,5500637640.00,16.42,32.38,26.27,-3.39,-2.51,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,0.78,0.21,0.82,-0.27,0.38
300408.SZ,三环集团,电子,34532059465.82,20.46,21.90,16.09,-4.48,-4.69,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,1.32,0.05,0.96,-0.17,0.54
300433.SZ,蓝思科技,电子,32631848214.63,3.77,-70.31,25.60,-3.26,-16.61,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.91,-1.36,0.83,-0.28,-0.43
300438.SZ,鹏辉能源,电子,5454346336.20,12.50,8.92,51.09,-23.17,-11.86,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,0.25,-0.15,0.46,1.43,0.50
300446.SZ,乐凯新材,电子,3523132000.00,17.41,-1.26,39.74,4.14,-25.97,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,0.91,-0.30,0.62,-0.91,0.08
300462.SZ,华铭智能,电子,2187628800.00,8.66,18.50,135.53,-11.83,0.01,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.26,-0.00,-0.74,0.46,-0.14
300476.SZ,胜宏科技,电子,9598258448.25,13.41,35.01,19.95,-9.70,-9.95,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,0.38,0.25,0.91,0.27,0.45
300493.SZ,润欣科技,电子,3228166646.25,2.57,-70.37,60.46,-8.72,26.61,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-1.07,-1.36,0.33,0.19,-0.48
300515.SZ,三德科技,电子,2048888400.00,7.59,46.12,66.36,-6.11,-7.88,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.40,0.42,0.25,-0.03,0.06
300516.SZ,久之洋,电子,4219200000.00,3.87,2.76,44.64,-5.02,-2.70,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.90,-0.24,0.55,-0.13,-0.18
300543.SZ,朗科智能,电子,2211600000.00,6.77,-44.40,156.62,-3.96,4.40,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.51,-0.96,-1.04,-0.22,-0.68
300545.SZ,联得装备,电子,3633221637.12,15.47,50.86,237.00,-16.26,-1.67,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,0.65,0.49,-2.18,0.84,-0.05
300566.SZ,激智科技,电子,3090041955.00,6.80,-32.36,105.65,15.42,-18.63,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.51,-0.78,-0.31,-1.88,-0.87
300602.SZ,飞荣达,电子,8260020990.00,15.41,50.57,88.98,-5.90,-17.69,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,0.64,0.49,-0.08,-0.05,0.25
300604.SZ,长川科技,电子,4713316524.00,8.20,-27.42,103.02,-15.32,-1.04,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.32,-0.70,-0.27,0.76,-0.14
300613.SZ,富瀚微,电子,3989809696.00,5.52,-56.21,61.65,-17.34,5.11,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.68,-1.14,0.31,0.93,-0.14
300623.SZ,捷捷微电,电子,5386375033.20,12.89,14.93,98.18,-14.62,7.86,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,0.31,-0.06,-0.21,0.70,0.19
300647.SZ,超频三,电子,3255578821.44,1.84,-30.07,154.85,-17.94,6.87,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-1.17,-0.74,-1.01,0.98,-0.49
300657.SZ,弘信电子,电子,4061096000.00,21.26,30.95,91.44,-11.20,-6.40,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,1.43,0.19,-0.11,0.40,0.48
300660.SZ,江苏雷利,电子,4114299640.00,9.75,-7.82,60.78,-5.81,3.05,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.11,-0.40,0.33,-0.06,-0.06
300661.SZ,圣邦股份,电子,7146071048.25,12.66,10.46,35.58,-3.70,10.12,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,0.28,-0.12,0.68,-0.24,0.15
300666.SZ,江丰电子,电子,8420072400.00,9.98,-8.40,82.18,-14.43,6.21,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.08,-0.41,0.02,0.68,0.05
300667.SZ,必创科技,电子,2738700000.00,12.46,10.40,102.32,-18.71,13.62,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,0.25,-0.13,-0.26,1.05,0.23
300671.SZ,富满电子,电子,2772530600.00,10.27,-8.75,69.21,-6.51,52.76,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.04,-0.42,0.21,0.00,-0.06
300672.SZ,国科微,电子,5121057087.76,5.64,-2.18,38.51,-4.98,15.23,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.66,-0.32,0.64,-0.13,-0.12
300679.SZ,电连技术,电子,9007200000.00,7.43,-33.86,115.83,18.60,-25.30,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.42,-0.80,-0.46,-2.15,-0.96
300686.SZ,智动力,电子,3464704000.00,1.10,-83.75,145.55,-10.24,-9.43,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-1.27,-1.56,-0.88,0.32,-0.85
300691.SZ,联合光电,电子,3955843008.00,8.95,-11.79,44.32,-9.39,1.25,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.22,-0.46,0.56,0.25,0.03
300701.SZ,森霸传感,电子,2778400000.00,15.38,17.10,134.24,-8.10,1.21,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,0.64,-0.02,-0.72,0.14,0.01
300708.SZ,聚灿光电,电子,2733917900.00,2.82,-81.48,90.55,-16.81,28.75,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-1.04,-1.53,-0.10,0.88,-0.44
300709.SZ,精研科技,电子,3902800000.00,2.93,-76.03,63.80,0.34,6.43,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-1.02,-1.44,0.28,-0.59,-0.69
300726.SZ,宏达电子,电子,7505876000.00,15.25,9.88,83.65,-8.71,17.22,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,0.62,-0.13,0.00,0.19,0.17
300739.SZ,明阳电路,电子,4747512000.00,13.62,3.76,278.95,7.44,4.64,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,0.40,-0.23,-2.77,-1.20,-0.95
300747.SZ,锐科激光,电子,18138880000.00,33.94,57.35,94.72,-18.65,-6.85,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,3.00,0.59,-0.16,1.04,1.12
300752.SZ,隆利科技,电子,3755130816.00,29.81,63.32,163.01,-21.00,6.55,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,2.57,0.68,-1.13,1.24,0.84
600110.SH,诺德股份,电子,5878094815.67,4.63,-41.62,99.90,6.02,-8.02,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.80,-0.92,-0.23,-1.07,-0.75
600171.SH,上海贝岭,电子,9444728439.00,4.23,-40.96,92.97,-11.48,9.13,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.85,-0.91,-0.13,0.43,-0.37
600183.SH,生益科技,电子,28099134047.42,16.11,-4.35,28.51,0.23,6.56,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,0.74,-0.35,0.78,-0.58,0.15
600203.SH,福日电子,电子,2903003683.20,2.03,125.96,166.78,-3.93,1.73,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-1.14,1.64,-1.18,-0.22,-0.23
600206.SH,有研新材,电子,7191695038.68,2.72,77.40,81.13,-10.06,44.56,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-1.05,0.90,0.04,0.31,0.05
600237.SH,铜峰电子,电子,2353421086.05,0.77,-28.23,96.83,-6.92,-0.24,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-1.31,-0.71,-0.19,0.04,-0.54
600288.SH,大恒科技,电子,4267536000.00,3.28,15.80,81.26,-4.68,25.28,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.98,-0.04,0.03,-0.16,-0.29
600353.SH,旭光股份,电子,2952399600.00,5.36,38.71,56.72,-4.06,7.80,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.70,0.31,0.38,-0.21,-0.05
600360.SH,华微电子,电子,5448132867.60,4.85,12.92,59.09,-10.95,17.17,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.77,-0.09,0.35,0.38,-0.03
600363.SH,联创光电,电子,4230768195.00,9.70,12.04,63.79,-8.62,-5.14,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.12,-0.10,0.28,0.18,0.06
600460.SH,士兰微,电子,19103617099.84,5.63,-27.78,155.81,-11.27,17.79,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.66,-0.71,-1.02,0.41,-0.50
600478.SH,科力远,电子,10266877407.06,1.04,-87.03,93.25,7.07,-7.25,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-1.28,-1.61,-0.14,-1.16,-1.05
600563.SH,法拉电子,电子,9618750000.00,19.11,5.28,22.05,-7.23,-1.50,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,1.14,-0.20,0.88,0.06,0.47
600602.SH,云赛智联,电子,11731874641.88,6.97,-2.14,39.27,1.88,-14.36,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.48,-0.32,0.63,-0.72,-0.22
600667.SH,太极实业,电子,14953950263.80,9.09,22.19,81.59,-6.70,10.64,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.20,0.05,0.03,0.02,-0.02
600703.SH,三安光电,电子,53264229559.68,13.80,-10.56,43.96,-10.97,-17.92,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,0.43,-0.45,0.56,0.38,0.23
600707.SH,彩虹股份,电子,19126117271.56,0.30,88.11,27.57,-15.53,-7.50,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-1.38,1.06,0.80,0.77,0.31
600884.SH,杉杉股份,电子,14427530070.10,10.55,23.54,45.70,-13.87,-8.79,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.01,0.07,0.54,0.63,0.31
601231.SH,环旭电子,电子,28809228199.20,13.08,-10.21,13.67,-14.03,-6.24,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,0.33,-0.44,1.00,0.65,0.38
603005.SH,晶方科技,电子,4201403672.70,3.87,-25.67,41.81,-15.53,5.02,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.90,-0.68,0.60,0.77,-0.05
603068.SH,博通集成,电子,6942612376.70,33.29,41.73,135.62,86.54,13.89,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,3.00,0.35,-0.74,-3.00,-0.10
603160.SH,汇顶科技,电子,57506143417.87,19.56,-16.29,30.20,21.32,-10.79,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,1.20,-0.53,0.76,-2.39,-0.24
603186.SH,华正新材,电子,4068057500.00,11.63,-19.50,114.56,0.00,-16.17,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,0.14,-0.58,-0.44,-0.56,-0.36
603228.SH,景旺电子,电子,26190257089.32,21.64,20.53,46.42,-6.50,-16.03,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,1.48,0.03,0.53,-0.00,0.51
603297.SH,永新光学,电子,3864000000.00,16.58,14.19,159.43,-17.15,1.76,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,0.80,-0.07,-1.08,0.91,0.14
603328.SH,依顿电子,电子,11194393951.62,14.37,18.25,22.31,-4.02,-9.80,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,0.50,-0.01,0.87,-0.21,0.29
603380.SH,易德龙,电子,2483200000.00,13.93,6.62,110.31,-11.06,-4.70,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,0.45,-0.18,-0.38,0.39,0.07
603386.SH,广东骏亚,电子,3045162000.00,10.86,5.14,158.33,-17.54,4.11,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,0.04,-0.21,-1.06,0.95,-0.07
603501.SH,韦尔股份,电子,24972575912.00,9.86,-6.26,72.13,10.95,-23.36,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.10,-0.38,0.16,-1.50,-0.45
603508.SH,思维列控,电子,10515892554.00,7.21,47.65,22.24,20.83,24.63,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.45,0.44,0.87,-2.34,-0.37
603595.SH,东尼电子,电子,5104472576.00,14.34,-33.44,43.12,-11.32,-9.63,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,0.50,-0.79,0.58,0.41,0.17
603629.SH,利通电子,电子,3249000000.00,13.37,5.02,210.25,-19.68,6.46,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,0.37,-0.21,-1.80,1.13,-0.13
603659.SH,璞泰来,电子,22247715690.00,22.19,32.97,16.89,-4.48,-10.02,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,1.55,0.22,0.95,-0.17,0.64
603678.SH,火炬电子,电子,8940152512.50,12.57,46.91,24.96,-3.56,4.81,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,0.26,0.43,0.83,-0.25,0.32
603688.SH,石英股份,电子,4540012236.00,10.53,32.05,23.49,-15.19,-4.21,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.01,0.20,0.86,0.74,0.45
603738.SH,泰晶科技,电子,2523744481.20,5.76,-42.14,136.48,-5.36,0.02,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.65,-0.93,-0.75,-0.10,-0.61
603773.SH,沃格光电,电子,3403548104.88,13.37,-23.92,124.69,-26.44,-7.62,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,0.37,-0.65,-0.58,1.71,0.21
603920.SH,世运电路,电子,5386414320.00,9.54,24.96,65.44,-4.98,5.70,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.14,0.10,0.26,-0.13,0.02
603933.SH,睿能科技,电子,2495291680.00,11.24,-20.71,102.27,-15.11,6.97,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,0.09,-0.60,-0.26,0.74,-0.01
603936.SH,博敏电子,电子,3820964318.10,7.64,91.20,36.24,-12.65,8.89,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,-0.39,1.11,0.67,0.53,0.48
603986.SH,兆易创新,电子,23640544614.24,22.17,1.62,56.59,-18.32,-7.19,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,1.55,-0.26,0.39,1.01,0.67
603989.SH,艾华集团,电子,7390538354.80,15.35,2.34,11.15,-8.89,-0.53,10.59,7.48,18.64,65.61,83.69,70.36,-6.50,11.66,0.64,-0.25,1.03,0.21,0.41
000025.SZ,特力A,汽车,8336332540.80,8.63,30.95,46.43,-7.62,-0.13,9.41,7.34,3.95,87.37,76.97,80.02,-2.23,13.77,-0.11,0.31,0.38,0.39,0.24
000030.SZ,富奥股份,汽车,9240835575.50,14.54,6.69,18.23,0.00,-4.83,9.41,7.34,3.95,87.37,76.97,80.02,-2.23,13.77,0.70,0.03,0.73,-0.16,0.33
000338.SZ,潍柴动力,汽车,95355398102.00,23.23,26.66,56.47,4.22,-5.26,9.41,7.34,3.95,87.37,76.97,80.02,-2.23,13.77,1.88,0.26,0.26,-0.47,0.48
000550.SZ,江铃汽车,汽车,16781969825.60,0.80,-86.71,19.27,18.38,3.87,9.41,7.34,3.95,87.37,76.97,80.02,-2.23,13.77,-1.17,-1.04,0.72,-1.50,-0.75
000559.SZ,万向钱潮,汽车,17592688911.06,14.08,-18.95,14.64,-5.19,-3.96,9.41,7.34,3.95,87.37,76.97,80.02,-2.23,13.77,0.64,-0.26,0.78,0.22,0.34
000581.SZ,威孚高科,汽车,19455483183.85,15.58,-6.83,37.60,-11.00,-4.33,9.41,7.34,3.95,87.37,76.97,80.02,-2.23,13.77,0.84,-0.12,0.49,0.64,0.46
000589.SZ,贵州轮胎,汽车,3233686147.68,2.62,139.77,33.69,1.21,7.91,9.41,7.34,3.95,87.37,76.97,80.02,-2.23,13.77,-0.93,1.55,0.54,-0.25,0.23
000599.SZ,青岛双星,汽车,4144713139.04,0.86,-71.67,97.22,1.85,-6.65,9.41,7.34,3.95,87.37,76.97,80.02,-2.23,13.77,-1.17,-0.87,-0.25,-0.30,-0.65
000622.SZ,恒立实业,汽车,2394022380.00,1.67,124.84,128.95,-15.21,-4.44,9.41,7.34,3.95,87.37,76.97,80.02,-2.23,13.77,-1.06,1.38,-0.65,0.94,0.16
000625.SZ,长安汽车,汽车,36530816000.29,1.45,-89.97,35.46,3.26,-18.13,9.41,7.34,3.95,87.37,76.97,80.02,-2.23,13.77,-1.09,-1.07,0.52,-0.40,-0.51
000700.SZ,模塑科技,汽车,3432802951.10,0.44,-92.42,61.35,7.51,-8.67,9.41,7.34,3.95,87.37,76.97,80.02,-2.23,13.77,-1.22,-1.10,0.20,-0.71,-0.71
000710.SZ,贝瑞基因,汽车,13510483456.50,15.59,6.27,66.58,-12.61,-7.35,9.41,7.34,3.95,87.37,76.97,80.02,-2.23,13.77,0.84,0.03,0.13,0.75,0.44
000753.SZ,漳州发展,汽车,3569331855.60,4.17,5.48,84.75,0.56,-4.17,9.41,7.34,3.95,87.37,76.97,80.02,-2.23,13.77,-0.71,0.02,-0.10,-0.20,-0.25
000757.SZ,浩物股份,汽车,2520046050.48,12.00,67.93,61.00,-1.59,-10.57,9.41,7.34,3.95,87.37,76.97,80.02,-2.23,13.77,0.35,0.73,0.20,-0.05,0.31
000800.SZ,一汽轿车,汽车,17072475000.00,2.54,12.30,51.84,24.29,-11.15,9.41,7.34,3.95,87.37,76.97,80.02,-2.23,13.77,-0.94,0.10,0.31,-1.93,-0.61
000887.SZ,中鼎股份,汽车,13978390087.75,14.06,-1.36,24.84,-7.51,-14.51,9.41,7.34,3.95,87.37,76.97,80.02,-2.23,13.77,0.63,-0.06,0.65,0.38,0.40
000903.SZ,云内动力,汽车,6010942613.85,4.22,-11.64,41.52,-0.65,-7.54,9.41,7.34,3.95,87.37,76.97,80.02,-2.23,13.77,-0.71,-0.18,0.44,-0.11,-0.14
000913.SZ,钱江摩托,汽车,4539895360.00,2.56,-53.13,22.56,-15.88,0.50,9.41,7.34,3.95,87.37,76.97,80.02,-2.23,13.77,-0.93,-0.65,0.68,0.99,0.02
000927.SZ,一汽夏利,汽车,7975870100.00,49.31,102.23,77.24,9.41,-8.80,9.41,7.34,3.95,87.37,76.97,80.02,-2.23,13.77,3.00,1.12,-0.00,-0.85,0.82
000951.SZ,中国重汽,汽车,12649873080.00,15.46,3.56,35.07,5.13,3.18,9.41,7.34,3.95,87.37,76.97,80.02,-2.23,13.77,0.82,-0.00,0.52,-0.53,0.20
000957.SZ,中通客车,汽车,4701728212.48,1.33,-80.87,180.86,6.73,0.88,9.41,7.34,3.95,87.37,76.97,80.02,-2.23,13.77,-1.10,-0.97,-1.30,-0.65,-1.01
000980.SZ,众泰汽车,汽车,11131915371.12,4.64,-36.29,72.25,4.57,-20.40,9.41,7.34,3.95,87.37,76.97,80.02,-2.23,13.77,-0.65,-0.46,0.06,-0.49,-0.39
